Year,Month,Ninjured,Nkilled,NinjuredPer1000000,NkilledPer1000000,NinjuredSI,NkilledSI,NinjuredPer1000000SI,NkilledPer1000000SI,NinjuredMN,NkilledMN,NinjuredPer1000000MN,NkilledPer1000000MN,NinjuredBK,NkilledBK,NinjuredPer1000000BK,NkilledPer1000000BK,NinjuredQN,NkilledQN,NinjuredPer1000000QN,NkilledPer1000000QN,NinjuredBX,NkilledBX,NinjuredPer1000000BX,NkilledPer1000000BX
2014.0,4.0,787.0,7.0,92.68551146444403,0.8243946381843815,25.0,0.0,52.8229648896317,0.0,210.0,2.0,128.3408341420843,1.2222936584960409,270.0,2.0,102.98295860886043,0.7628367304360032,154.0,2.0,66.33413451184107,0.8614822663875464,128.0,1.0,89.00267633829083,0.6953334088928971
2014.0,5.0,799.0,8.0,94.09875941561727,0.9421653007821503,15.0,0.0,31.69377893377902,0.0,209.0,2.0,127.72968731283629,1.2222936584960409,277.0,3.0,105.65288716538643,1.1442550956540047,166.0,3.0,71.50302811016635,1.2922233995813197,132.0,0.0,91.78400997386241,0.0
2014.0,6.0,863.0,6.0,101.63608182187447,0.7066239755866127,19.0,1.0,40.14545331612009,2.112918595585268,207.0,0.0,126.50739365434025,0.0,314.0,4.0,119.7653666784525,1.5256734608720064,182.0,1.0,78.39488624126672,0.4307411331937732,141.0,0.0,98.04201065389849,0.0
2014.0,7.0,694.0,13.0,81.73283984285153,1.5310186137709942,11.0,2.0,23.242104551437947,4.225837191170536,182.0,2.0,111.22872292313973,1.2222936584960409,231.0,6.0,88.10764236535836,2.2885101913080095,144.0,3.0,62.02672317990334,1.2922233995813197,126.0,0.0,87.61200952050504,0.0
2014.0,8.0,659.0,8.0,77.61086665192963,0.9421653007821503,12.0,0.0,25.355023147023214,0.0,194.0,2.0,118.56248487411598,1.2222936584960409,227.0,2.0,86.58196890448636,0.7628367304360032,138.0,3.0,59.4422763807407,1.2922233995813197,88.0,1.0,61.18933998257494,0.6953334088928971
2014.0,9.0,663.0,11.0,78.08194930232071,1.2954772885754566,12.0,0.0,25.355023147023214,0.0,165.0,6.0,100.83922682592338,3.666880975488123,245.0,3.0,93.44749947841038,1.1442550956540047,140.0,1.0,60.30375864712825,0.4307411331937732,101.0,1.0,70.22867429818261,0.6953334088928971
2014.0,10.0,878.0,12.0,103.402641760841,1.4132479511732254,16.0,0.0,33.806697529364286,0.0,220.0,3.0,134.4523024345645,1.8334404877440615,303.0,4.0,115.56976466105448,1.5256734608720064,199.0,3.0,85.71748550556087,1.2922233995813197,140.0,2.0,97.3466772450056,1.3906668177857942
2014.0,11.0,916.0,9.0,107.8779269395562,1.059935963379919,23.0,1.0,48.597127698461165,2.112918595585268,230.0,2.0,140.56377072704473,1.2222936584960409,293.0,2.0,111.75558100887446,0.7628367304360032,237.0,3.0,102.08564856692425,1.2922233995813197,133.0,1.0,92.47934338275532,0.6953334088928971
2014.0,12.0,1072.0,9.0,126.25015030480814,1.059935963379919,20.0,0.0,42.25837191170536,0.0,246.0,2.0,150.34211999501304,1.2222936584960409,386.0,5.0,147.2274889741486,1.9070918260900078,261.0,2.0,112.4234357635748,0.8614822663875464,159.0,0.0,110.55801201397064,0.0
2015.0,1.0,799.0,8.0,94.09875941561727,0.9421653007821503,21.0,0.0,44.371290507290624,0.0,190.0,4.0,116.1178975571239,2.4445873169920818,288.0,1.0,109.84848918278445,0.3814183652180016,184.0,2.0,79.25636850765427,0.8614822663875464,116.0,1.0,80.65867543157606,0.6953334088928971
2015.0,2.0,601.0,9.0,70.78016822125905,1.059935963379919,22.0,0.0,46.484209102875894,0.0,184.0,1.0,112.45101658163577,0.6111468292480204,210.0,4.0,80.09785669578034,1.5256734608720064,101.0,4.0,43.504854452571095,1.7229645327750929,84.0,0.0,58.40800634700336,0.0
2015.0,3.0,708.0,4.0,83.3816291192203,0.47108265039107516,16.0,0.0,33.806697529364286,0.0,197.0,1.0,120.39592536186004,0.6111468292480204,232.0,1.0,88.48906073057637,0.3814183652180016,158.0,0.0,68.05709904461617,0.0,105.0,2.0,73.0100079337542,1.3906668177857942
